round,cum_reward_lincb,cum_reward_random,cum_reward_oracle
485,-8.973835198296895,-27.971049798330476,51.25114856499137
486,-8.712882093823666,-27.86870817160666,51.613716784873304
487,-8.543175144154121,-27.61738350098412,52.14921148938918
488,-8.225733027296794,-27.218132507512006,52.58338746923415
489,14.577653555898937,-4.321428954758137,75.81325119348209
490,14.987405241726028,-3.8931480202079807,76.0840266896389
491,15.353564907287367,-3.7250985323674444,76.42779520134448
492,15.429399676000987,-3.650491364873009,76.86751688761447
493,15.699597483224832,-3.2006489547823422,77.30722235776685
494,16.167422777159935,-3.092866962542282,77.76733288357403
495,16.24040937091183,-3.178872090089673,77.70326214621134
496,16.545701419588923,-3.075985300620866,78.0110663893117
497,16.57833503532684,-3.151139315708857,77.96527010027748
498,-7.433087657096252,-27.24135845661438,54.17828875886173
499,-7.448692466945539,-27.151597888818763,54.27758942416256
500,-7.4011519879421,-27.119507112306678,54.22232534061107
501,15.450467584923082,-4.305911040772489,77.5408386431179
502,38.31993915046132,18.793211910690445,100.83289508418818
503,38.54588317962503,18.90987038375776,101.34388748257476
504,38.5301498528275,19.032756060195464,101.61024491861312
505,38.795825515443475,19.035507810756602,101.90332737024985
506,38.76350678883191,19.056535066218007,101.88860816477921
507,39.097764916031494,19.132614570217548,102.26563686553617
508,39.533523053364206,19.583458748325008,102.7576374107087
509,39.53530432682722,19.588551783644,102.73960212517495
510,39.652982137871795,19.922473252169173,103.1131351159363
511,39.659644202680035,20.060887695037803,103.52163256144323
512,39.70747884606364,20.168784851261318,103.6111103856882
513,39.79915329636678,20.174357299903978,103.98185456461378
514,40.20992535924096,20.328129372520603,104.44733127479068
515,40.560431328250104,20.393558169037224,104.8662708950583
516,40.678504200512606,20.775535647437863,105.23077621159403
517,40.93620294273151,20.951802072681815,105.55536333850324
518,63.68917526735481,44.11349801291153,128.8801186084163
519,63.8567872400203,44.41176923974303,129.2569720639469
520,63.91513931255465,44.896662507274115,129.7424614737169
521,64.36272796496476,45.33170987278745,130.183847670261
522,64.65113411532356,45.391468508851595,130.6165314572882
523,64.83564925155825,45.4658318034611,130.99183701095993
524,64.78530027788592,45.493405617223075,131.12905612695238
525,64.82636075329718,45.958692041696615,131.51628050506864
526,65.0648292823534,46.23440062509597,132.017819250632
527,65.23155533802438,46.32820515122443,132.37151452251948
528,65.26686323947031,46.32745611510929,132.3632253810529
529,65.28480889986031,46.34234891981959,132.4475270989971
530,65.65688051146346,46.56062327734909,132.9132937182513
531,66.08493131099377,46.89696869039285,133.32994678603058
532,66.23351805331994,46.88465320262451,133.48502528625355
533,89.09256902973755,69.89358955331923,156.72991103531174
534,89.03599834917436,69.88688722415637,156.60997239639113
535,89.06828939134539,70.00918545787063,156.70943019961058
536,89.50791917845959,70.08572891377894,157.1781853911753
537,89.71874179410973,70.25968073008465,157.60070264195213
538,90.21871461326816,70.35864579906988,158.18682057554145
539,90.1614619851826,70.36432702194459,158.18738341400777
540,90.13687861615259,70.4403160783151,158.58285330964242
541,90.20926353239622,70.62578402074992,159.01841179078943
542,90.31461904080503,71.05907171008364,159.55229792600997
543,90.78128352712277,71.14415658272212,159.89673431500177
544,91.13378209515496,71.17364392177534,160.22930533248427
545,91.49414765708121,71.61768977760521,160.570722336904
546,91.42640759727372,71.64958461451354,160.5568148495945
547,91.67581054476607,72.18084756464371,161.0111941958201
548,91.79440563551476,72.25239569511912,161.30618431315153
549,92.0089209417319,72.59245907756139,161.58879670813621
550,91.95563595586412,72.58134884441525,161.46875156350387
551,91.9870428509016,72.6019964886898,161.47478538227367
552,92.1875611518259,72.96521141127202,161.81055405205956
553,92.17493017103432,72.94833499697953,161.7421017484504
554,92.26688112599818,73.07415218790236,161.88454319682864
555,92.70103686080957,73.07637989642114,162.35565248083608
556,68.75709813688195,48.914661474987554,138.57789022168316
557,44.754611044590156,24.9956905041029,114.79784911748479
558,45.24779080635507,25.05651194924082,115.19816310487295
559,45.637880371398786,25.168082461173444,115.6462417498677
560,68.48992621343237,48.07732580586969,139.01487779198925
561,68.55215111723342,48.083926852000566,139.00196118570975
562,68.88547428396318,48.46700041480601,139.3206405679869
563,68.96566201091571,48.58401384124765,139.39597790162708
564,69.32727491391022,48.91237113306736,139.78688321443977
565,69.33500533538626,48.97137340150792,139.7776143158462
566,69.42202977446995,48.91747981093906,139.86336808769747
567,69.39081250498428,48.90825354305626,139.7911568643316
568,69.51840602183685,49.0478335566736,140.17626030561712
569,69.65371489367135,49.09368204541988,140.64726395421155
570,69.58469888739127,49.0107690231463,140.7386744932432
571,69.52748581582168,49.01374465198006,140.7725355576798
572,69.7980710919963,49.04387310270388,141.08312756873642
573,69.88534022890882,49.14019437378393,141.55527265393312
574,69.99754648475408,49.53426836717343,141.89311054913514
575,70.01329361513692,49.611145984805695,141.96859056887487
576,70.07205334452414,49.99366411676247,142.36393973003578
577,70.10944555963593,50.180136700622015,142.7874893292701
578,92.94244347187528,73.45827919798427,166.1429818940893
579,93.00430619929743,73.53948893451813,166.5865899022104
580,93.256475206249,73.84814929726208,166.96849140804068
581,93.53039678114312,74.00325338486792,167.30006367383686
582,69.40233446207675,49.95669048446763,143.54670974539795
583,69.69198151537718,50.35448495334534,143.85881862229607
584,70.07246108038065,50.76784565900811,144.2733203354749
585,70.184840338756,51.207861337661974,144.72665552009732
586,70.14427748279914,51.15713829234426,144.7148800678422
587,70.28779735976299,51.22348378833165,145.05855858410322
588,70.4636550402326,51.135915290503256,145.10236971458517
589,70.84355895569696,51.2757927882889,145.56346782755767
590,71.17715177993716,51.378976848604644,145.93161296066518
591,71.3642791474418,51.60445233530837,146.30125785155806
592,71.99216365465506,51.67523359909631,146.8172167926305
593,72.39118309181478,51.841105243851665,147.19403029511233
594,72.44412028331053,51.84117422640207,147.13062021893435
595,72.73673614578719,52.03109369569929,147.5263345644384
596,48.7367667086601,28.005816654843525,123.72168787984182
597,48.72012093071264,28.022933546568005,123.71315896338723
598,49.05541413566314,28.433789690380458,124.14773741577888
599,49.013756630279914,28.81377035773401,124.56666229971862
600,49.196597260114444,28.857612238498017,125.01900149840733
601,49.27464597103247,28.979777146191392,125.42744666292842
602,49.23716043901666,28.923246379444514,125.459010795552
603,49.70926620483143,29.075779584681467,125.98855262794599
604,50.14554865071291,29.263109951587325,126.35958643499666
605,50.24548202527834,29.67379770225476,126.77953435851282
606,50.15363161494071,29.61454072430029,126.76489560745681
607,50.546745413718234,29.58972834238888,127.16050131278348
608,50.66775854698616,29.65967174703475,127.507093007491
609,50.69974252565987,29.991284837278496,127.88681669786138
610,50.81338684548171,30.29407377257298,128.27800540210177
611,50.87161389019288,30.71098366392405,128.64142161283252
612,51.01905504491875,30.833050239273785,129.09190789339556
613,51.11482455869676,30.81345655887734,129.0987099375538
614,51.059390371800184,31.238721396510797,129.39543227795747
615,51.28094512493043,31.454609470640154,129.73147951459273
616,51.25597591000086,31.452100359222392,129.8171133618341
617,51.588562485273904,31.61073300721089,130.20844694503023
618,51.911323231261576,31.97107961947161,130.63388075103535
619,51.94976342117139,32.161313331374814,130.7046619754727
620,52.23213129370035,32.44551670888504,131.08296638838286
621,52.37455620143096,32.565324346412126,131.5037596040223
622,52.46632326987248,33.03714093089822,132.00420515441027
623,52.76786360403468,33.011744178874636,132.37096494993438
624,52.85480937758687,33.00891679747759,132.44515878249376
625,53.336978848522364,33.4804758072325,132.83686378450003
626,53.80396365147014,33.46234890888792,133.25847703499727
627,53.73486388534048,33.47527256577238,133.3857713024507
628,54.16029286374342,33.64317536831043,133.8324060500093
629,54.28448134365474,34.08633386339329,134.25355813111557
630,54.32221454600412,34.09500355800451,134.2030298071252
631,54.32327856785932,34.139451287093344,134.21901381532268
632,30.379582365864636,10.107244640345542,110.41987096417002
633,30.368873935949384,10.202349322772882,110.94578479817899
634,30.420423202030747,10.277763530304362,111.28454657647784
635,30.52675250459663,10.403751265097041,111.71751598024322
636,30.48457728587522,10.848911568496643,112.18153290987657
637,30.843900911745642,10.98238576191625,112.52696851831128
638,30.902474509566183,11.4033772528344,112.97467883412898
639,31.084503863468527,11.46143549851128,113.42581093091219
640,31.40814836448962,11.911490802078296,113.87495122616816
641,31.50795070411611,12.041124335865845,113.8977400171005
642,31.5655323238972,12.160295123150506,114.29782407820717
643,31.694597371020862,12.164508456857469,114.67165461283072
644,31.745332177677593,12.602224247772156,115.06165800967752
645,54.57202185252811,35.59711437868984,138.39366600422457
646,54.61899065823181,35.64589248042434,138.8762994093712
647,54.59980613725276,35.693593171216705,138.86321998118063
648,30.59957143949115,11.890548378008546,115.06065118613816
649,30.67446408185277,12.394489228482142,115.57470776943116
650,30.60935212140195,12.433934940491536,115.61365752509842
651,31.013120257510685,12.489677014559495,116.01446646933881
652,31.0756930786014,12.50298912973729,116.07851271577272
653,31.432392509301028,12.699315592095559,116.50054244279265
654,31.69835323472426,12.643519691576149,117.00112627657157
655,31.727978212256527,12.74405446777777,117.42098728932167
656,31.914796531577622,12.888444839879394,117.85577760260561
657,31.924999433015262,13.022665745621786,118.23379124125421
658,7.989452781399532,-10.986466457800066,94.41596053666237
659,8.10688971225711,-10.849030946169867,94.86848592872525
660,8.037033803001462,-10.908246193720823,94.87878081768457
661,8.071887066702182,-10.920204512724274,94.85143092171575
662,8.006819890360402,-10.762488051780094,95.00653161869494
663,8.077357999839197,-10.721828221343145,95.02986638202354
664,8.482412001260915,-10.592767304733943,95.43600889480958
665,8.821739818198171,-10.496700266333036,95.83565202120873
666,8.844083443238306,-10.503440309908397,95.80075256369562
667,8.874594251717767,-10.495591661859976,95.97253561799478
668,8.955622904092763,-10.46138064675684,96.37966409958142
669,8.974596344667518,-10.262285264354512,96.7751549629744
670,9.001091002411707,-10.145509687160912,96.87334503594836
671,8.940983526107903,-10.165293722748725,96.97162173525184
672,8.914075576047567,-10.192236803121505,96.98611138425424
673,9.098046157405673,-10.108536697463197,97.42607910937134
674,9.389696330494866,-10.07468855154088,97.7772009614129
675,9.462919046108231,-10.102339376880973,97.71931763814851
676,9.487230415261896,-9.728407531299549,98.10472276864547
677,9.608733289971486,-9.601219454165612,98.51869740202771
678,9.624324129845217,-9.410965957091532,99.04230190809778
679,32.48726526083226,13.466593923550091,122.30511722524163
680,32.822973941140724,13.820416846623534,122.69287266220361
681,32.81649807879755,13.84940971088829,122.76756219568281
682,32.90063708400247,13.851207568939069,123.21280470834519
683,32.9228121700317,13.79372526082084,123.23576345041688
684,32.93205412532261,13.880066856771224,123.61753266752194
685,33.32295940511544,14.281616367757637,123.93370912073765
686,33.669922124089695,14.616815509706322,124.24428121459671
687,33.74746294795223,14.701960326854088,124.63257659981441
688,33.880669533314205,14.750171626102526,125.08009857248449
689,34.01135980329805,15.047114907896585,125.38867250001117
690,34.15920260012836,15.50590185380586,125.89011069392296
691,34.19109679107702,15.47857550824623,125.89762853637455
692,34.26863358977583,15.73192001259982,126.27758134886314
693,57.20154081738137,38.56015250702378,149.60898281983518
694,57.27303251813063,38.65793741075056,150.1429514095088
695,57.22355182018049,38.64617082111286,150.2217697874972
696,57.23657681819048,38.58192106272237,150.31657118318938
697,57.18710810044595,38.62429029098117,150.6918080302551
698,57.35634305222061,38.793294349565286,151.09958943467728
699,57.319349927513436,38.996258722203216,151.63713352049362
700,57.41466030392152,39.10679600729954,152.01253633186732
701,57.447143711194656,39.162623227724154,152.1758219663921
702,57.455184105985175,39.168015177762136,152.30071079345421
703,57.45960443438579,39.211570669719165,152.80727698299341
704,57.46237288088669,39.18087837987843,152.83765550527053
705,57.4284955508566,39.26031496521688,153.37755186893813
706,57.7345951467494,39.37365080837848,153.8614595457356
707,57.909391270113844,39.528895371788295,154.29090841205732
708,57.906618902008155,39.59094127135263,154.47665586063536
709,57.88859840272966,39.577655591245566,154.46277600022952
710,57.90304474315123,39.676949769129685,154.7240545720912
711,58.476260677150584,39.71156871429481,155.31397781293188
712,58.47149640979333,39.76194091295457,155.25166025096033
713,58.53429505581489,39.74109392697398,155.33319847746637
714,58.728893215593395,40.051433058561216,155.78482881928022
715,58.818328584835726,40.242272322618525,156.19154388415404
716,58.72543351226581,40.2479472721323,156.19959419392632
717,58.744121933670485,40.42323476217459,156.27573043226568
718,58.94915327203495,40.48486517404561,156.86066168199946
719,59.00347454297426,40.47421200274439,156.94393252318406
720,59.41702112908316,40.752688244582,157.27477490517592
721,59.85486060006048,40.9188484601246,157.6085933384965
722,60.21073688479133,41.31659744777454,158.03499014237195
723,60.79080124075264,41.841381947772454,158.52143239262844
724,36.693578617042775,17.77166642513995,134.73430901410958
725,36.66548130465802,17.82239869446192,134.81855723689856
726,36.8588483372078,17.774087470147794,135.27148507121814
727,36.819391255788176,17.791368140967062,135.32369987477585
728,37.101020048919644,18.240259578929763,135.8218738463177
729,37.213254841759486,18.2772161001661,135.98217619879455
730,37.29262031451552,18.392517242565365,136.36886247349884
731,37.686618987384904,18.474197225865726,136.81162709785224
732,38.0215828347261,18.67190411538577,137.29820672098822
733,38.01787050142688,18.663693910150947,137.29851510037085
734,38.22904929538433,19.130194406831134,137.73498619659534
735,38.32204287677555,19.28969313019506,138.18421522014432
736,38.44227509812099,19.388262086255317,138.61432974151234
737,38.51356819251857,19.44555436170445,138.96478838554447
738,38.9114773345429,19.713117263320203,139.20871878047168
739,39.27253641483026,19.89533873386017,139.60301047233256
740,39.68605684341529,20.026076556725624,139.96560098800245
741,62.41884345679467,42.82781113739827,163.2775771741
742,62.83006325205636,42.93380644579315,163.74669434825057
743,63.30291729499358,43.001669329540974,164.26761740119937
744,63.40659834042467,42.973241304374966,164.7593231404006
745,63.41202440422829,42.9523493881689,164.76379129331528
746,63.48070441846507,43.07466621767617,165.21383452180095
747,63.58698887002132,43.27430628947107,165.65656415652094
748,63.67166640955709,43.23576943648603,165.63497788859414
749,63.68385023832566,43.29439694607624,165.71025735068594
750,63.99894827028899,43.7902935382802,166.16688346716074
751,64.22097115968849,44.016232972903616,166.59193810249158
752,64.56679482394368,44.1558999539548,166.94795550034294
753,64.95495079424514,44.33677129038551,167.37732422009694
754,64.96125968942823,44.30345316087455,167.4773600758161
755,64.94641484686221,44.3068962616053,167.6041319593345
756,64.91693647766259,44.32510877221645,167.61588348231874
757,64.98822866059407,44.353902393344185,167.66718985596552
758,64.99852333635094,44.63088748937173,167.99037225901435
759,65.54151943864392,45.14287529754167,168.49236595952922
760,65.49339309498734,45.32340367495889,169.0335320951498
761,65.50124852971251,45.38544294420445,169.02838522522123
762,88.29703468842851,68.41890536036445,192.38785573066804
763,88.2906519543526,68.39098608963319,192.34683792144637
764,88.50020925308758,68.83660426524307,192.93989201135744
765,89.04101220828402,68.9228265759264,193.32089193461738
766,89.11929618552686,68.96123464808541,193.82897079312514
767,89.50975464179551,69.35668421906611,194.15131998566875
768,89.68616780505742,69.40657499655042,194.42803763857674
769,89.63805834605839,69.43169735988687,194.37279024838392
770,89.83707511451821,69.4248275880269,194.8891745056843
771,89.86352592951282,69.42767531003965,194.82531895620053
772,90.26035422442015,69.76329827577175,195.24937992261485
773,90.28637808737685,69.90625894736255,195.63548764431306
774,90.2792532627379,70.00474401058828,196.03331278465797
775,90.59665757274765,70.31833120590922,196.45701872344947
776,90.5700886685368,70.29062844123858,196.53740512910446
777,90.59182717176465,70.31451108647602,196.67290081932748
778,90.63104216025079,70.33964832685056,196.54866584973954
779,90.66470310540053,70.31196694311774,196.97278805892714
780,91.1429261192367,70.77597967141449,197.31104492282216
781,91.30563566022481,70.89588290504354,197.6507246579507
782,91.33255148626057,70.95613964788546,198.06635349171233
783,91.66557976577707,71.34517543407775,198.44204966329613
784,91.67458648852538,71.40326205720403,198.56537670626005
785,91.63758974543404,71.42899478703517,198.71185245218598
786,91.68406753666169,71.50865620672631,198.9876166297733
787,91.82998795229351,71.66069731437537,199.34893878534987
788,114.65045486371332,94.45217087212865,222.66463988460012
789,114.60598726405937,94.52119618792089,222.70259078457306
790,114.89912111011408,94.79721954426499,223.060026151525
791,114.91033809295298,94.84242042200306,223.0825586747936
792,115.48484954730259,94.87799066390336,223.57172044079667
793,115.45338194231826,94.84095845447749,223.67274031204738
794,115.90180868594287,94.98225664871329,224.14910469781822
795,115.93785975272537,94.9976716941728,224.46492257892328
796,116.52532009274638,95.18975537140058,225.02834843098046
797,116.9329032507575,95.58961251771065,225.3783734043988
798,117.37852516283202,95.67200465202832,225.79618321841028
799,117.35899616411717,95.60397019247193,225.83571828991543
800,117.63593690931951,95.73953141243321,226.16213881342023
801,118.14386581556079,95.88942584890333,226.65677766658487
802,118.09880887879451,95.94927510310829,226.70193859739214
803,118.11342070800383,95.98791698415137,227.08189229348707
804,118.48958355911975,96.35561761509912,227.4096832127083
805,118.90331580439195,96.4549725157642,227.8494143352865
806,118.86867806150705,96.3795631230465,227.79199398295796
807,119.21352174471002,96.54925775186047,228.10964393977653
808,119.53047894601144,96.73035615387967,228.4865063853779
809,119.867367302639,96.79899232289618,228.78151884248857
810,119.91163072013516,96.80701680409486,228.892573965887
811,119.91091299680696,96.80062178372147,228.83829677268218
812,120.34397330288763,96.88973838465019,229.25049638382913
813,120.68055496493204,97.17012593257964,229.59465027655347
814,120.97867014987801,97.26339766866235,229.96005448772766
815,121.00882488412546,97.220870904725,230.06876127946364
816,121.152705731432,97.19148036420549,230.46449659484136
817,121.21361546701971,97.24434877947441,230.42587740667665
818,121.1924266942393,97.19080424516461,230.36618516800849
819,121.19606292560947,97.20016902265577,230.52432934295032
820,121.20015850041865,97.19618024205496,230.58687401734753
821,121.12836302422522,97.13038945123358,230.56881773597755
822,121.4265938273739,97.27077361695119,230.87884118736562
823,121.54831653623076,97.78234033731671,231.40017047414835
824,122.00160501725813,98.23717904841351,231.7814152869146
825,122.02317770895786,98.28108882160117,231.6990754142729
826,122.12909217928171,98.30035408355415,232.0688975670881
827,122.41266547573244,98.27795088342961,232.43948065032313
828,122.95711083153223,98.51017846764135,233.0971471645751
829,123.05148024509803,98.93493637821172,233.525580009686
830,123.38637404413642,99.01411902508494,233.79238167343343
831,123.5181631683612,99.38387488999854,234.3338676595211
832,123.5682365996379,99.3785504958395,234.31160660669147
833,123.6513371194515,99.36193760860503,234.31720708458545
834,123.75344092145869,99.35174473353808,234.51260745389936
835,146.56021410442813,122.72082059164018,257.84381425399323
836,146.87554194030372,123.17437383355247,258.24800982381527
837,146.89136387764603,123.57762624715586,258.55472164141173
838,146.91505210777805,123.62362682015613,258.5400820568183
839,147.34437747908208,123.77663505781744,258.93125994912435
840,147.32815377953386,123.73060591311715,258.90706400101124
841,147.29270257265617,123.87718687489837,259.33000798090706
842,147.37204423578208,124.30518908023768,259.7080812053159
843,147.84723147291476,124.42030906063472,260.08769572456015
844,148.24108728528302,124.43840524666068,260.61086269394286
845,148.17166015759145,124.3583916914355,260.71811730263596
846,148.22866439806492,124.46682502998046,261.01261265134656
847,148.34419320139514,124.51807379433008,261.3682594518572
848,148.6017883004987,124.45511194018442,261.6606041292305
849,149.04063495785857,124.63822277285988,262.03930309144357
850,149.44786879001876,125.10265567945937,262.40972144235235
851,149.8757602024307,125.56328819128447,262.86550991232
852,150.21629132135388,125.54191472153433,263.1265964745036
853,150.22568790396744,125.57595835284224,263.18890773380775
854,150.2446762857695,125.54524219563741,263.15384685562464
855,150.5225667453197,125.98191892539751,263.524742630061
856,150.66943880026056,125.97308999777167,263.9129890468292
857,150.97214115840876,126.14966135886539,264.2292230267402
858,151.1369042694116,126.52154666585386,264.61471505396014
859,151.1852667878818,126.61273764106923,264.93833703743655
860,151.27224472349772,126.74040200258403,265.41971181618084
861,151.74611538619402,126.97280099617163,265.7720275138574
862,151.79957935907265,127.03909949469538,265.73981566107744
863,151.84961486515095,127.03254927543112,265.7825960201548
864,151.9631142124402,127.08324599175732,266.25784432971665
865,152.26761844858584,127.05223173183852,266.70996107785845
866,175.12455786161632,150.13393864484436,290.06998754802726
867,175.0347610340495,150.10087986310296,290.2477336734976
868,175.02392055444298,150.12372823132964,290.31380737762214
869,175.04538759558307,150.14271021374893,290.2957594067379
870,175.0433071726965,150.09163097850433,290.4162252266394
871,175.22717621445292,150.35666862730494,290.78117939133483
872,175.21480982779903,150.35084310838758,290.86484805422543
873,198.04647254411879,173.69705219321358,314.2968540640706
874,198.08057735549878,173.68391921719777,314.2804632882286
875,198.01143060798293,173.62487404461922,314.28996752623254
876,198.47087319886722,173.67218909221253,314.7650630095216
877,198.59282753906595,174.08958554692506,315.06730585477624
878,198.87668209634958,174.14098574713972,315.421825625543
879,198.92826759260544,174.24288164013777,315.8631906134373
880,199.22628397028797,174.25135370381602,316.2258685369361
881,222.0880831691278,197.0456740960729,339.5524266324585
882,222.39162884906463,197.26749822975071,339.9894795784022
883,222.44473056201164,197.72034028362134,340.34078275596545
884,222.47500348285266,197.7493452257031,340.3683841504417
885,198.54583620389295,173.7839464142665,316.6421068651889
886,198.83707093462183,173.80244414740895,317.149875390171
887,198.79546639203093,173.83172740744496,317.2061162811255
888,198.95364879572102,173.835202348623,317.5682325873719
889,198.98130625353997,173.80779233371467,317.56231712309534
890,198.94000704463863,173.8454654062976,317.59360771724175
891,198.93948566459335,174.2455822006764,317.9999790644775
892,199.0767143031375,174.26623559552326,318.37346193160107
893,199.2328233216638,174.60003583428391,318.89169415515914
894,199.34871898371455,174.65905598165696,319.2840512686895
895,199.38460865847074,174.63271345921888,319.29039043968817
896,199.5483505472173,174.67111886980342,319.5917944795988
897,200.00099687798692,174.77377628066537,319.9792333849305
898,200.35757225302024,174.8845569665429,320.4232555882844
899,200.2958082282819,174.82856041575997,320.40927555240523
900,200.71021646045426,174.87765119947352,320.9454017144491
901,200.71300538493747,174.92901859820424,320.94428473046077
902,200.87666709694017,175.01094287339305,321.2852353467967
903,200.9262013666596,175.114294960007,321.69416720623644
904,201.06722805290116,175.47446972839086,322.0313542093682
905,201.4161725358265,175.48980927220052,322.4400225980935
906,201.43615499109742,175.51110456329297,322.47964938191654
907,201.7588485349317,175.8630794921079,322.7710727892906
908,201.88617818394792,175.91646578422953,322.78400255755145
909,202.04455272491273,175.97283448475181,322.8960308913123
910,202.2217678829376,175.9612461311288,323.2969531594158
911,202.53731971329336,176.04769261455948,323.68114520275515
912,202.7598804636594,175.97307883492243,324.13436615156985
913,202.76386829000438,176.05030683299003,324.3219998240983
914,202.83886432691756,176.01902327721197,324.1778367655794
915,202.83091584995407,175.97449165627918,324.2400029327102
916,203.1745833331002,176.20341130725953,324.67582835435417
917,203.34361327688612,176.17609833416992,325.1233819989748
918,203.74612283631535,176.25911996929196,325.41562880590055
919,204.2495601078489,176.36693600167445,326.0321248463806
920,204.27812249082834,176.35205387302338,326.16110692564064
921,204.41958893474362,176.34160844641295,326.2691616434218
922,204.32508842618446,176.35319139586053,326.3223994218317
923,204.8059997673104,176.79988639693485,326.7087840971201
924,205.02663246880658,176.80252586493089,327.27900300632257
925,205.02129868470936,176.860417403861,327.3463328478826
926,205.15992524284562,176.7844718626065,327.33498599621356
927,205.2243675161102,177.1793535768235,327.7831882234812
928,205.2635109623629,177.19839147140982,327.89631271822503
929,205.23629278328744,177.24506962868008,328.00307008573196
930,205.2004747940989,177.19911299663002,328.02887557994916
931,205.2497936193942,177.16362544637818,328.0194947440851
932,205.33642609422847,177.28291688712773,328.371832645206
933,205.38884923362525,177.25763400067282,328.37922502529585
934,205.9548487782551,177.75057964258883,328.91408238566527
935,206.03861923420166,177.74616970759809,328.9560865845235
936,206.08544444003817,177.74982933058567,328.8731573390932
937,182.05221065561057,153.7946905419856,304.94484468762573
938,182.43896962592152,153.83516160518312,305.2176859513492
939,182.71400700086824,153.91791233794768,305.55999662514824
940,205.55750929370015,176.7786500166551,328.7360583954513
941,205.9271648036823,177.15851507569303,329.22592688423595
942,206.15591214264077,177.1187402642588,329.5447056382551
943,206.65334391557607,177.23048682884104,330.1509929105065
944,206.6293667281325,177.33001463963117,330.26544644725897
945,206.6034874255092,177.31521277637654,330.2797040939671
946,206.68669525366954,177.49005245455916,330.64447010814206
947,206.68368789780882,177.4811692917579,330.5528037909227
948,206.81107130191455,177.45390279075764,330.912009808331
949,182.75333267101715,153.6553764642785,307.1367963477756
950,182.68616132266106,153.70398100521632,307.20239659128
951,183.06732269465215,154.02346072590467,307.54567814896376
952,183.660481701673,154.0872420445099,308.07797849646835
953,183.70073301569477,154.2320679747859,307.9840304727465
954,183.6709121397651,154.20332047701658,307.96683680088626
955,183.897920614733,154.45611344641398,308.46928255892357
956,184.09785794247568,154.68684765122643,308.84948600143196
957,184.1368094358572,154.6313263637638,308.8109599358917
958,184.1469712335865,154.64783629747208,308.81112013370057
959,184.1404472890257,154.70809108014458,308.8205019765928
960,206.99861038946236,177.51580001314164,332.08328590810675
961,207.34207883351075,177.61002206930934,332.3505388831501
962,207.5430950377019,177.69277431982346,332.6966148571621
963,207.49949275822937,178.21110423351863,333.1819971786775
964,207.53609053335487,178.16827170194807,333.17532017704787
965,207.5082440929706,178.13527010411178,333.08968995721193
966,207.85913093246123,178.57881736318654,333.45692936140506
967,207.91614660321136,178.7041893039234,333.4810098469416
968,207.88429657103816,178.79386366824306,333.4888059820274
969,207.91121834290996,179.00399974954792,333.7936419294195
970,208.12932311399862,179.26189968358514,334.1331548628115
971,208.11686952176598,179.17825498851957,334.0718947921623
972,208.2056735326244,179.23364112055984,334.5162433090085
973,208.17108585158488,179.43182834236777,334.9287672626037
974,208.35104953929857,179.521415186217,335.0867828227031
975,208.31742525949826,179.53257872801302,334.9923902753287
976,208.31704611510222,179.5189570337401,335.1026766056249
977,208.47178929013646,179.44584603318052,335.05463000176115
978,208.59854916984483,179.86147339008397,335.4242085606843
979,208.66183622335313,179.89767280340192,335.9107185167954
980,208.88226050026555,180.07402141744703,336.30920718865116
981,209.41726141157582,180.48304296864507,336.69476031898483
982,209.67001890185594,180.93619905469185,337.1447399705861
983,209.79096563352178,181.35703063215084,337.56437047768924
984,185.81463109229963,157.24442049188684,313.7996701354099
985,161.77844133639775,133.25683356259836,290.0135195626735
986,161.88308899538833,133.4485002690564,290.465765454953
987,161.86360903721666,133.5505459731968,290.5057355642064
988,184.72639577956048,156.67890660437206,313.8510537963631
989,185.30604953052557,156.73993857556312,314.3596134975078
990,185.40274935096667,156.76139521863922,314.44396771123434
991,185.3696914302434,156.67260515101634,314.5194787504503
992,185.7968145778306,156.73049114001958,314.9269636394309
993,186.1379846424851,157.0843179386949,315.2253977995214
994,186.5950173202736,157.1689009623596,315.6238745864574
995,187.11692185764323,157.29852552850406,316.0524064340922
996,187.01573915874263,157.44275241266487,316.24743160963686
997,187.00369080215702,157.4572031686532,316.25406243698677
998,187.07512934787948,157.86068387566618,316.62309010782496
999,187.07201161578104,157.88522964311252,316.6829485204079
1000,187.26152078021397,158.22612884475646,317.11314147774493
1001,187.31073235233706,158.17167518370607,317.1560740157944
1002,163.30168535546628,134.0365421429396,293.3869239967229
1003,186.05588110079455,156.91967677154503,316.74107640942367
1004,186.20188142993766,157.00990462720466,317.177598558489
1005,162.16955781978845,132.96305818939874,293.4036126655635
1006,184.98252369180972,156.24682240152129,316.7564792382823
1007,185.36215120114122,156.35793296458561,317.153367184436
1008,185.4432599470847,156.2961069477683,317.18757125574854
1009,185.34973370934998,156.3426549120627,317.14774123958995
1010,185.64421849312978,156.2596525243309,317.51316517404405
1011,186.06535207422579,156.2098685242046,318.00544220967777
1012,186.08907894154908,156.07635622433327,318.09599637406006
1013,186.06052306069938,156.06253173655392,318.1231101055371
1014,186.56780151389125,156.15058123280343,318.44944517611157
1015,186.6076645982666,156.5714326117271,318.80540956969895
1016,186.61231607924628,156.55584695251736,318.7610098822573
1017,186.79151214310576,156.73325126111777,319.1209235076897
1018,186.76396305292886,156.79413616832736,319.1340820676118
1019,186.7113854186176,156.76785349962316,319.2317403387202
